Date,Event-Code,Total-Rounds,Fighter_1,Fighter_2,F1_W,Decision - Split,Judge-1-Name,F1_Judge-1-Score,Judge-2-Name,F1_Judge-2-Score,Judge-3-Name,F1_Judge-3-Score,F1_Knockdowns,F1_Significant-Strike-Land,F1_Significant-Strike-Attempt,F1_Total-Strikes-Land,F1_Total-Strikes-Attempt,F1_Takedown-Success,F1_Takedown-Land,F1_Control-Time-Sec,F2_Date,F2_W,F2_Judge-1-Score,F2_Judge-2-Score,F2_Judge-3-Score,F2_Knockdowns,F2_Significant-Strike-Land,F2_Significant-Strike-Attempt,F2_Total-Strikes-Land,F2_Total-Strikes-Attempt,F2_Takedown-Success,F2_Takedown-Land,F2_Control-Time-Sec,Knockdowns_Diff,Significant-Strike-Land_Diff,Significant-Strike-Attempt_Diff,Total-Strikes-Land_Diff,Total-Strikes-Attempt_Diff,Takedown-Success_Diff,Takedown-Land_Diff,Control-Time-Sec_Diff
2012-02-15,0a97691039c4bbfb,3,Aaron Simpson,Ronny Markes,0,1,Sal D'Amato,28 - 29,Steve Garrean,29 - 28,Glenn Trowbridge,28 - 29,1,55,84,75,104,0,5,148,2012-02-15 00:00:00,1,29 - 28,28 - 29,29 - 28,0,62,97,78,115,2,6,319,-1,7,13,3,11,2,1,171
2012-04-21,155bfc7ed36622df,3,Eddie Yagin,Mark Hominick,1,1,Chris Lee,28 - 29,Anthony Maness,29 - 28,Cardo Urso,28 - 29,2,84,284,100,301,0,0,88,2012-04-21 00:00:00,0,29 - 28,28 - 29,29 - 28,0,110,210,116,217,0,0,0,2,-26,74,-16,84,0,0,88
2012-04-21,155bfc7ed36622df,3,Chris Clements,Keith Wisniewski,1,1,Derek Cleary,28 - 29,Ken Coffey,29 - 28,Cardo Urso,27 - 30,2,68,123,86,144,0,2,94,2012-04-21 00:00:00,0,29 - 28,28 - 29,30 - 27,0,28,46,44,65,3,6,350,2,40,77,42,79,-3,-4,-256
2012-04-21,155bfc7ed36622df,3,Marcus Brimage,Maximo Blanco,1,1,Richard Bertrand,28 - 29,Chris Lee,30 - 27,Anthony Maness,29 - 28,0,24,136,24,136,0,0,1,2012-04-21 00:00:00,0,29 - 28,27 - 30,28 - 29,0,18,78,18,78,0,3,1,0,6,58,6,58,0,-3,0
2012-05-05,5898357a45a73674,3,Johny Hendricks,Josh Koscheck,1,1,Ricardo Almeida,28 - 29,Jeff Blatnick,29 - 28,Cardo Urso,28 - 29,0,55,120,82,153,2,6,151,2012-05-05 00:00:00,0,29 - 28,28 - 29,29 - 28,0,33,89,57,115,1,2,206,0,22,31,25,38,1,4,-55
2012-05-15,8caca5857ce0e30b,3,Amir Sadollah,Jorge Lopez,1,1,Jeff Blatnick,29 - 28,Sal D'Amato,28 - 29,Cardo Urso,29 - 28,0,36,83,77,129,1,3,112,2012-05-15 00:00:00,0,28 - 29,29 - 28,28 - 29,0,32,61,39,72,4,14,504,0,4,22,38,57,-3,-11,-392
2012-06-08,49590e0508b2c19f,3,Bernardo Magalhaes,Henry Martinez,0,1,Ric Bays,27 - 30,Richard Davis,28 - 29,Chris Lee,29 - 28,0,26,132,26,132,0,7,1,2012-06-08 00:00:00,1,30 - 27,29 - 28,28 - 29,0,18,146,18,146,0,0,14,0,-8,14,-8,14,0,-7,13
2012-06-08,49590e0508b2c19f,3,Lance Benoist,Seth Baczynski,0,1,Rich Coreen,27 - 30,Hector Gomez,29 - 28,Barry Luxenberg,29 - 28,0,35,64,114,150,3,7,390,2012-06-08 00:00:00,1,30 - 27,28 - 29,28 - 29,0,25,70,50,109,1,5,227,0,-10,6,-64,-41,-2,-2,-163
2012-06-22,505934897b8b4824,5,Clay Guida,Gray Maynard,0,1,Eric Colon,48 - 47,Sue Sanidad,47 - 48,Jose Tabora,48 - 47,0,45,321,49,327,0,3,47,2012-06-22 00:00:00,1,48 - 47,47 - 48,48 - 47,0,49,225,52,229,1,9,70,0,4,-96,3,-98,1,6,23
2012-06-22,505934897b8b4824,3,Dustin Pague,Ken Stone,0,1,Jon Bilyk,28 - 29,Henry Krawiec,29 - 28,Carlos Rodriguez,29 - 28,0,41,90,47,96,0,3,1,2012-06-22 00:00:00,1,29 - 28,28 - 29,28 - 29,0,63,119,88,149,0,3,306,0,22,29,41,53,0,0,305
2012-06-23,3da19339ee7051d5,3,Hugo Viana,John Teixeira,1,1,Mark Collett,28 - 29,Howard Hughes,29 - 28,Rick Winter,28 - 29,0,65,141,78,157,0,0,74,2012-06-23 00:00:00,0,29 - 28,28 - 29,29 - 28,0,52,140,59,147,1,6,106,0,13,1,19,10,-1,-6,-32
2012-07-11,d3b5ad3b15a64a18,3,Dan Stittgen,Marcelo Guimaraes,0,1,Ray Balewicz,29 - 28,Steve Morrow,28 - 29,Susan Thomas Gitlin,28 - 29,0,49,101,78,130,1,1,13,2012-07-11 00:00:00,1,28 - 29,29 - 28,29 - 28,0,63,97,130,164,0,17,455,0,14,-4,52,34,-1,16,442
2012-07-21,abbc4fc02e0d84b3,3,Brian Ebersole,James Head,0,1,Jeff Blatnick,29 - 28,Sal D'Amato,28 - 29,Chris Lee,29 - 28,0,35,88,51,104,1,15,174,2012-07-21 00:00:00,1,28 - 29,29 - 28,28 - 29,0,37,83,62,108,1,1,196,0,2,-5,11,4,0,-14,22
2012-07-21,abbc4fc02e0d84b3,3,Hector Lombard,Tim Boetsch,0,1,Richard Bertrand,29 - 28,Sal D'Amato,28 - 29,Chris Lee,29 - 28,0,26,77,47,99,2,4,143,2012-07-21 00:00:00,1,28 - 29,29 - 28,28 - 29,0,54,98,57,101,0,9,7,0,28,21,10,2,-2,5,-136
2012-07-21,abbc4fc02e0d84b3,3,Anton Kuivanen,Mitch Clarke,1,1,Richard Bertrand,28 - 29,Jeff Blatnick,29 - 28,Sal D'Amato,28 - 29,0,29,53,66,93,3,3,447,2012-07-21 00:00:00,0,29 - 28,28 - 29,29 - 28,0,6,24,29,52,3,8,266,0,23,29,37,41,0,-5,181
2012-08-04,f62850b3c7480db9,3,Cole Miller,Nam Phan,0,1,Mike Beltran,29 - 28,Lester Griffin,28 - 29,Cecil Peoples,29 - 28,0,143,422,143,422,0,1,0,2012-08-04 00:00:00,1,28 - 29,29 - 28,28 - 29,0,129,366,129,366,0,0,0,0,-14,-56,-14,-56,0,-1,0
2012-08-11,3c48019bc387b80c,5,Benson Henderson,Frankie Edgar,1,1,Dave Hagen,46 - 49,Mark Van Tine,48 - 47,Tony Weeks,48 - 47,0,64,167,67,170,0,1,7,2012-08-11 00:00:00,0,49 - 46,47 - 48,47 - 48,1,66,182,70,186,2,6,180,-1,-2,-15,-3,-16,-2,-5,-173
2013-04-06,6291ac0a3726732f,3,Brad Pickett,Mike Easton,1,1,Mark Collett,28 - 29,Howard Hughes,30 - 27,Andreas Ramsby,30 - 27,0,68,205,94,234,4,7,274,2013-04-06 00:00:00,0,29 - 28,27 - 30,27 - 30,0,71,155,91,182,3,8,150,0,-3,50,3,52,1,-1,124
2013-04-06,6291ac0a3726732f,3,Besam Yousef,Papy Abedi,0,1,Jim Bergman,29 - 28,Howard Hughes,28 - 29,Andreas Ramsby,28 - 29,0,43,79,142,185,2,3,265,2013-04-06 00:00:00,1,28 - 29,29 - 28,29 - 28,0,53,80,69,97,4,6,337,0,10,1,-73,-88,2,3,72
2013-04-13,ce47f49e5c386a9c,3,Kelvin Gastelum,Uriah Hall,1,1,Adalaide Byrd,28 - 29,Sal D'Amato,29 - 28,Junichiro Kamijo,28 - 29,0,31,74,81,141,3,6,389,2013-04-13 00:00:00,0,29 - 28,28 - 29,29 - 28,0,44,77,81,121,2,3,114,0,-13,-3,0,20,1,3,275
2013-04-20,aa79d5399571068e,5,Benson Henderson,Gilbert Melendez,1,1,Michael Bell,48 - 47,Derek Cleary,47 - 48,Wade Vierra,48 - 47,0,68,166,92,191,0,4,87,2013-04-20 00:00:00,0,47 - 48,48 - 47,47 - 48,0,43,191,56,204,1,1,51,0,25,-25,36,-13,-1,3,36
2013-09-04,b23fca14c7b79935,3,Edimilson Souza,Felipe Arantes,1,1,Howard Hughes,28 - 29,Roy Silbert,29 - 28,Glenn Trowbridge,28 - 29,0,52,136,75,164,0,0,0,2013-09-04 00:00:00,0,29 - 28,28 - 29,29 - 28,0,35,78,68,117,3,5,309,0,17,58,7,47,-3,-5,-309
2014-02-22,3138fab619faf4d1,3,Ernest Chavez,Yosdenis Cedeno,1,1,Junichiro Kamijo,28 - 29,Mark Smith,29 - 28,Tony Weeks,27 - 30,0,28,62,94,133,2,2,271,2014-02-22 00:00:00,0,28 - 29,29 - 28,27 - 30,0,26,83,27,84,0,1,46,0,2,-21,67,49,2,1,225
2014-03-01,a26198ba5093147e,3,Sai Wang,Zhang Lipeng,0,1,Tom Harris,28 - 29,Howard Hughes,30 - 27,Chris Watts,28 - 29,0,31,79,100,172,0,0,432,2014-03-01 00:00:00,1,29 - 28,27 - 30,29 - 28,0,10,25,37,60,4,10,209,0,-21,-54,-63,-112,4,10,-223
2014-05-31,59aaf2730b84698a,3,Robert Peralta,Rony Jason,1,1,Richard Bertrand,28 - 29,Chris Lee,30 - 27,Vinicius Lins,27 - 30,0,51,126,81,156,1,1,153,2014-05-31 00:00:00,0,29 - 28,27 - 30,30 - 27,0,30,73,40,83,2,6,104,0,21,53,41,73,-1,-5,49
2014-09-20,2dea80c069847321,3,Kiichi Kunimoto,Richard Walsh,1,1,Mark Collett,29 - 28,Kon Papaioannou,28 - 29,Tony Weeks,29 - 28,0,36,92,62,128,1,10,365,2014-09-20 00:00:00,0,28 - 29,29 - 28,28 - 29,2,59,105,96,142,0,0,198,-2,-23,-13,-34,-14,1,10,167
2014-12-20,4e5bbc4566049cbf,3,Marcio Alexandre Junior,Tim Means,0,1,Fernando Amaral,28 - 29,Lester Griffin,29 - 28,Tony Weeks,28 - 29,0,36,80,60,109,1,4,106,2014-12-20 00:00:00,1,29 - 28,28 - 29,29 - 28,0,43,68,53,79,1,2,137,0,7,-12,-7,-30,0,-2,31
2015-01-18,f9aa6376ae16bfb4,3,Gleison Tibau,Norman Parke,1,1,Sal D'Amato,29 - 28,Chris Lee,28 - 29,Steve Rita,29 - 28,0,38,127,38,127,2,6,120,2015-01-18 00:00:00,0,29 - 28,28 - 29,29 - 28,0,43,140,44,141,0,10,68,0,-5,-13,-6,-14,2,-4,52
2015-01-18,f9aa6376ae16bfb4,3,Joby Sanchez,Tateki Matsuda,1,1,Douglas Crosby,29 - 28,Mike Mena,28 - 29,Steve Rita,30 - 27,1,58,211,67,222,2,2,147,2015-01-18 00:00:00,0,28 - 29,29 - 28,27 - 30,0,55,167,62,177,0,1,4,1,3,44,5,45,2,1,143
2015-01-24,706404da0775dcbc,3,Phil Davis,Ryan Bader,0,1,Mark Collett,29 - 28,Mans Nilsson,28 - 29,Andy Roberts,29 - 28,0,35,129,51,145,0,9,89,2015-01-24 00:00:00,1,28 - 29,29 - 28,28 - 29,0,26,117,29,120,1,3,45,0,-9,-12,-22,-25,1,-6,-44
2015-01-31,43563a32c3f10e95,3,Kelvin Gastelum,Tyron Woodley,0,1,Adalaide Byrd,28 - 29,Chris Lee,29 - 28,Tony Weeks,27 - 30,0,32,143,40,151,0,0,42,2015-01-31 00:00:00,1,29 - 28,28 - 29,30 - 27,0,27,104,34,112,0,0,26,0,-5,-39,-6,-39,0,0,-16
2015-02-28,ad4e9055bf8cd04d,3,Holly Holm,Raquel Pennington,1,1,Derek Cleary,28 - 29,Ron McCarthy,29 - 28,Wade Vierra,27 - 30,0,44,210,48,214,0,0,3,2015-02-28 00:00:00,0,29 - 28,28 - 29,30 - 27,0,40,139,51,150,0,5,15,0,4,71,-3,64,0,-5,-12
2015-09-05,82f5c81f4e3c3eb5,3,Clay Collard,Tiago dos Santos e Silva,0,1,Adalaide Byrd,29 - 28,Derek Cleary,28 - 29,Tony Weeks,29 - 28,1,84,210,136,264,1,2,136,2015-09-05 00:00:00,1,28 - 29,29 - 28,28 - 29,0,52,122,73,146,1,4,217,-1,-32,-88,-63,-118,0,2,81
2015-10-24,f3155a94ca420126,3,Krzysztof Jotko,Scott Askham,1,1,Andy Haigh,29 - 28,Paul Sutherland,28 - 29,Dean Weir,29 - 28,0,38,101,107,176,2,3,245,2015-10-24 00:00:00,0,28 - 29,29 - 28,28 - 29,0,22,67,38,83,0,1,142,0,16,34,69,93,2,2,103
2015-11-07,5345f86680378fc1,3,Jimmie Rivera,Pedro Munhoz,1,1,Marco Aurelio Borges,29 - 28,Derek Cleary,28 - 29,Alessandro Vieira,29 - 28,0,96,233,98,235,0,3,9,2015-11-07 00:00:00,0,28 - 29,29 - 28,28 - 29,0,66,183,67,184,0,7,9,0,30,50,31,51,0,-4,0
2015-11-28,4d636c3aa1105950,3,Guangyou Ning,Marco Beltran,0,1,Mark Craig,29 - 28,Evan Field,28 - 29,Garth Harriman,29 - 28,0,23,61,67,111,0,2,229,2015-11-28 00:00:00,1,28 - 29,29 - 28,28 - 29,0,30,90,44,108,1,1,2,0,7,29,-23,-3,1,-1,-227
2015-12-12,354808cf38d9d73c,3,Jacare Souza,Yoel Romero,0,1,Lester Griffin,27 - 29,Glenn Trowbridge,29 - 28,Tony Weeks,28 - 29,0,30,52,42,67,1,7,153,2015-12-12 00:00:00,1,29 - 27,28 - 29,29 - 28,1,46,92,56,104,0,1,118,1,16,40,14,37,-1,-6,-35
2016-01-02,380e8b023290d091,3,Joe Soto,Michinori Tanaka,0,1,Adalaide Byrd,28 - 29,Chris Lee,29 - 28,Tony Weeks,28 - 29,0,71,111,98,138,1,3,14,2016-01-02 00:00:00,1,29 - 28,28 - 29,29 - 28,0,57,190,68,202,3,6,306,0,-14,79,-30,64,2,3,292
2016-01-17,c6becb722706c7d8,5,Dominick Cruz,TJ Dillashaw,1,1,Sal D'Amato,48 - 47,David Ginsberg,46 - 49,Tony Weeks,49 - 46,0,112,302,122,312,4,11,33,2016-01-17 00:00:00,0,47 - 48,49 - 46,46 - 49,0,109,408,130,430,1,8,72,0,3,-106,-8,-118,3,3,-39
2016-01-17,c6becb722706c7d8,3,Anthony Pettis,Eddie Alvarez,0,1,Douglas Crosby,28 - 29,Bryan Miner,29 - 28,Ryan Shea,28 - 29,0,56,109,109,164,0,0,0,2016-01-17 00:00:00,1,29 - 28,28 - 29,29 - 28,0,42,90,74,129,6,15,458,0,-14,-19,-35,-35,6,15,458
2016-02-21,d56bb6dff2ae77eb,3,Ashlee Evans-Smith,Marion Reneau,1,1,Andrew Adkins,30 - 27,John Lapcevic,28 - 29,Phil Rogers,29 - 28,0,55,213,57,216,1,2,49,2016-02-21 00:00:00,0,27 - 30,29 - 28,28 - 29,0,53,140,55,142,1,1,11,0,2,73,2,74,0,1,38
2016-02-27,39c568f8c579913e,3,Brad Pickett,Francisco Rivera,1,1,Ben Cartlidge,29 - 28,Maciej Motylewski,28 - 29,Paul Sutherland,29 - 28,0,39,137,64,163,3,5,199,2016-02-27 00:00:00,0,28 - 29,29 - 28,28 - 29,0,69,165,69,165,2,2,21,0,-30,-28,-5,-2,1,3,178
2016-03-19,e60201cfab7d656d,3,Chad Laprise,Ross Pearson,0,1,Barry Foley,28 - 30,Kon Papaioannou,30 - 27,Albert Shen,29 - 28,0,78,214,78,214,0,0,1,2016-03-19 00:00:00,1,30 - 28,27 - 30,28 - 29,0,52,155,52,156,0,1,0,0,-26,-59,-26,-58,0,1,-1
2016-04-10,4887e5bc4dbb73ff,3,Lucas Martins,Robert Whiteford,1,1,Jadranko Cacic,29 - 28,Ben Cartlidge,28 - 29,Andreas Gruner,30 - 27,0,30,87,31,88,0,0,0,2016-04-10 00:00:00,0,28 - 29,29 - 28,27 - 30,0,45,99,90,158,1,4,96,0,-15,-12,-59,-70,-1,-4,-96
2016-04-16,e7e970d508529bf3,3,Bethe Correia,Raquel Pennington,0,1,Sal D'Amato,28 - 29,Richard Davis,29 - 28,Chris Lee,28 - 29,0,66,171,99,209,0,1,125,2016-04-16 00:00:00,1,29 - 28,28 - 29,29 - 28,0,75,130,84,139,0,4,63,0,9,-41,-15,-70,0,3,-62
